country,ccode,year,tier,minstand,efforts,TRAFFICKING_FLOWS,source,source_order,transit,transit_order,destination,destination_order,internal,TRAFFICKING_TYPES,psource,ptransit,pdest,pinternal,lsource,ltransit,ldest,linternal,dsource,dtransit,ddest,dinternal,dssource,dstransit,dsdest,dsinternal,cpsource,cptransit,cpdest,cpinternal,clsource,cltransit,cldest,clinternal,cssource,cstransit,csdest,csinternal,PROSECUTION,domesticlaws,enforcement,convictinfo,prosnum,PROTECTION,protectprogress,victimid,victimservices,victimpunish,PREVENTION,preventprogress,INTERNATIONAL_LAWS,UNP_sign,UNP_rat,ILO182,ILO29,ILO105,CEDAW_sign,CEDAW_rat,UNCRC_sign,UNCRC_rat,conflict_sign,conflict_rat
Panama,95.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,1.0,,No,No,Yes,No,,Yes,,2000-12-13,2004-08-18,2000-10-31,1966-05-16,1966-05-16,1980-06-26,1981-10-29,2000-10-31,2001-02-09,2000-10-31,2001-08-08
Panama,95.0,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,5.0,,No,No,Yes,No,,Some,,2000-12-13,2004-08-18,2000-10-31,1966-05-16,1966-05-16,1980-06-26,1981-10-29,2000-10-31,2001-02-09,2000-10-31,2001-08-08
Colombia,100.0,2001,Tier 1,Yes,2,,Yes,First mention,No,No mention,No,No mention,No,,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,No mention,13.0,,Yes,No mention,Yes,No mention,,Yes,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Colombia,100.0,2002,Tier 1,Yes,2,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Yes,No mention,0.0,,Yes,No mention,Yes,No mention,,Yes,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Colombia,100.0,2003,Tier 1,Yes,2,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,,Some,Yes,Yes,30.0,,Yes,No mention,Yes,No mention,,Yes,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Colombia,100.0,2004,Tier 1,Yes,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,,Yes,Yes,Yes,16.0,,Yes,No mention,Yes,No mention,,Yes,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Colombia,100.0,2005,Tier 1,Yes,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,,Yes,Yes,Yes,16.0,,Yes,No mention,Yes,No mention,,Yes,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Colombia,100.0,2006,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,,Yes,Yes,Yes,25.0,,Yes,No mention,Yes,No,,Some,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Colombia,100.0,2007,Tier 1,Yes,2,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,,Yes,Yes,Yes,75.0,,Yes,No mention,Yes,No,,Some,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Colombia,100.0,2008,Tier 1,Yes,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,,Yes,Yes,Yes,44.0,,Yes,No,Yes,No,,Yes,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Colombia,100.0,2009,Tier 1,Yes,Yes,,Yes,First mention,Yes,Third mention,Yes,Second mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,,Yes,Yes,Yes,20.0,,Yes,No,Yes,No,,Yes,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Colombia,100.0,2010,Tier 1,Yes,Yes,,Yes,First mention,Yes,Third mention,Yes,Second mention,Yes,,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,,Yes,Yes,Yes,200.0,,Yes,No,Yes,No,,Yes,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Colombia,100.0,2011,Tier 1,Yes,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,No mention,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,Yes,,Yes,Some,Yes,56.0,,Yes,No,No,No,,Some,,2000-12-12,2004-08-04,2005-01-28,1969-03-04,1963-06-07,1980-07-17,1982-01-19,2000-09-06,2003-11-11,2000-09-06,2005-05-25
Venezuela,101.0,2003,Tier 2/2 Watch List,No,Yes,,Yes,Third mention,Yes,Second mention,Yes,First mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,No,No,No mention,0.0,,Yes,No,Yes,No,,No,,2000-12-14,2002-05-13,2005-10-26,1944-11-20,1964-11-16,1980-07-17,1983-05-02,2000-09-07,2002-05-08,2000-09-07,2003-09-23
Venezuela,101.0,2004,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,No,No mention,0.0,,No,No,Yes,Yes,,No,,2000-12-14,2002-05-13,2005-10-26,1944-11-20,1964-11-16,1980-07-17,1983-05-02,2000-09-07,2002-05-08,2000-09-07,2003-09-23
Venezuela,101.0,2005,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,,Some,No,No mention,0.0,,No,No mention,No,No mention,,No,,2000-12-14,2002-05-13,2005-10-26,1944-11-20,1964-11-16,1980-07-17,1983-05-02,2000-09-07,2002-05-08,2000-09-07,2003-09-23
Venezuela,101.0,2006,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,0.0,,No,No mention,No,No mention,,Yes,,2000-12-14,2002-05-13,2005-10-26,1944-11-20,1964-11-16,1980-07-17,1983-05-02,2000-09-07,2002-05-08,2000-09-07,2003-09-23
Venezuela,101.0,2007,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,No,No mention,0.0,,No,No,No,No mention,,Yes,,2000-12-14,2002-05-13,2005-10-26,1944-11-20,1964-11-16,1980-07-17,1983-05-02,2000-09-07,2002-05-08,2000-09-07,2003-09-23
Venezuela,101.0,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,0.0,,No,No,No,No,,Yes,,2000-12-14,2002-05-13,2005-10-26,1944-11-20,1964-11-16,1980-07-17,1983-05-02,2000-09-07,2002-05-08,2000-09-07,2003-09-23
Venezuela,101.0,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,No mention,0.0,,No,No,No,No,,Yes,,2000-12-14,2002-05-13,2005-10-26,1944-11-20,1964-11-16,1980-07-17,1983-05-02,2000-09-07,2002-05-08,2000-09-07,2003-09-23
Venezuela,101.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,2.0,,No,No,No,No,,Yes,,2000-12-14,2002-05-13,2005-10-26,1944-11-20,1964-11-16,1980-07-17,1983-05-02,2000-09-07,2002-05-08,2000-09-07,2003-09-23
Venezuela,101.0,2011,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,No,,,No,No,No,No,,Some,,2000-12-14,2002-05-13,2005-10-26,1944-11-20,1964-11-16,1980-07-17,1983-05-02,2000-09-07,2002-05-08,2000-09-07,2003-09-23
Guyana,110.0,2004,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,No,No,No mention,0.0,,No,No mention,No,No mention,,No,,,2004-09-14,2001-01-15,1966-06-08,1966-06-08,1980-07-17,1980-07-17,,2010-07-30,,2010-08-11
Guyana,110.0,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,Some,No mention,0.0,,No,No mention,No,Yes,,Yes,,,2004-09-14,2001-01-15,1966-06-08,1966-06-08,1980-07-17,1980-07-17,,2010-07-30,,2010-08-11
Guyana,110.0,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,No mention,0.0,,Yes,No mention,Yes,No,,Yes,,,2004-09-14,2001-01-15,1966-06-08,1966-06-08,1980-07-17,1980-07-17,,2010-07-30,,2010-08-11
Guyana,110.0,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,Some,No mention,0.0,,Yes,Yes,No mention,No,,Some,,,2004-09-14,2001-01-15,1966-06-08,1966-06-08,1980-07-17,1980-07-17,,2010-07-30,,2010-08-11
Guyana,110.0,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,1.0,,No,Yes,No,No,,Yes,,,2004-09-14,2001-01-15,1966-06-08,1966-06-08,1980-07-17,1980-07-17,,2010-07-30,,2010-08-11
Guyana,110.0,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,No,Yes,1.0,,Yes,No mention,No,No,,Some,,,2004-09-14,2001-01-15,1966-06-08,1966-06-08,1980-07-17,1980-07-17,,2010-07-30,,2010-08-11
Guyana,110.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,No,No mention,0.0,,Yes,No,No mention,No mention,,Some,,,2004-09-14,2001-01-15,1966-06-08,1966-06-08,1980-07-17,1980-07-17,,2010-07-30,,2010-08-11
Guyana,110.0,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,Yes,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,10.0,,Yes,Yes,Yes,Yes,,Some,,,2004-09-14,2001-01-15,1966-06-08,1966-06-08,1980-07-17,1980-07-17,,2010-07-30,,2010-08-11
Suriname,115.0,2003,Tier 3,No,No,,No,No mention,Yes,Second mention,Yes,First mention,No,,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,No,No mention,0.0,,No,No mention,No,No mention,,No,,,2007-05-25,2006-04-12,1976-06-15,1976-06-15,,1993-03-01,2002-05-10,2012-05-18,2002-05-10,
Suriname,115.0,2004,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,First mention,Yes,Second mention,No,,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,No,Yes,1.0,,No mention,No,No,No mention,,Yes,,,2007-05-25,2006-04-12,1976-06-15,1976-06-15,,1993-03-01,2002-05-10,2012-05-18,2002-05-10,
Suriname,115.0,2005,Tier 2/2 Watch List,No,Yes,,No,No mention,Yes,First mention,Yes,Second mention,Yes,,No mention,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,2.0,,No,No mention,No,Yes,,Yes,,,2007-05-25,2006-04-12,1976-06-15,1976-06-15,,1993-03-01,2002-05-10,2012-05-18,2002-05-10,
Suriname,115.0,2006,Tier 2/2 Watch List,No,Yes,,Yes,Third mention,Yes,First mention,Yes,Second mention,Yes,,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,1.0,,Yes,No mention,No mention,No mention,,Yes,,,2007-05-25,2006-04-12,1976-06-15,1976-06-15,,1993-03-01,2002-05-10,2012-05-18,2002-05-10,
Suriname,115.0,2007,Tier 2/2 Watch List,No,Yes,,Yes,Third mention,Yes,First mention,Yes,Second mention,Yes,,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,2.0,,No,No mention,No,Yes,,Yes,,,2007-05-25,2006-04-12,1976-06-15,1976-06-15,,1993-03-01,2002-05-10,2012-05-18,2002-05-10,
Suriname,115.0,2008,Tier 2/2 Watch List,No,Yes,,Yes,Third mention,Yes,Second mention,Yes,First mention,Yes,,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Some,Yes,5.0,,Yes,Yes,No,Yes,,Yes,,,2007-05-25,2006-04-12,1976-06-15,1976-06-15,,1993-03-01,2002-05-10,2012-05-18,2002-05-10,
Suriname,115.0,2009,Tier 2/2 Watch List,No,Yes,,Yes,Third mention,Yes,Second mention,Yes,First mention,Yes,,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,3.0,,Yes,No mention,Yes,Yes,,Yes,,,2007-05-25,2006-04-12,1976-06-15,1976-06-15,,1993-03-01,2002-05-10,2012-05-18,2002-05-10,
Suriname,115.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,Second mention,Yes,Third mention,Yes,First mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,10.0,,No,Yes,No,No,,No,,,2007-05-25,2006-04-12,1976-06-15,1976-06-15,,1993-03-01,2002-05-10,2012-05-18,2002-05-10,
Suriname,115.0,2011,Tier 2/2 Watch List,No,2,,Yes,Second mention,Yes,Third mention,Yes,First mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Some,Yes,2.0,,No,No,No,Yes,,Some,,,2007-05-25,2006-04-12,1976-06-15,1976-06-15,,1993-03-01,2002-05-10,2012-05-18,2002-05-10,
Ecuador,130.0,2004,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,No,No,No mention,0.0,,No,No,No,No mention,,No,,2000-12-13,2002-09-17,2000-09-19,1954-07-06,1962-02-05,1980-07-17,1981-11-09,2000-09-06,2004-01-30,2000-09-06,2004-06-07
Ecuador,130.0,2005,Tier 3,No,No,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,No,No mention,0.0,,No,No mention,No,No mention,,No,,2000-12-13,2002-09-17,2000-09-19,1954-07-06,1962-02-05,1980-07-17,1981-11-09,2000-09-06,2004-01-30,2000-09-06,2004-06-07
Ecuador,130.0,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,41.0,,Yes,No mention,Yes,No,,Yes,,2000-12-13,2002-09-17,2000-09-19,1954-07-06,1962-02-05,1980-07-17,1981-11-09,2000-09-06,2004-01-30,2000-09-06,2004-06-07
Ecuador,130.0,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,2.0,,Yes,No mention,Yes,No,,Yes,,2000-12-13,2002-09-17,2000-09-19,1954-07-06,1962-02-05,1980-07-17,1981-11-09,2000-09-06,2004-01-30,2000-09-06,2004-06-07
Ecuador,130.0,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,12.0,,Yes,Yes,Yes,No,,Yes,,2000-12-13,2002-09-17,2000-09-19,1954-07-06,1962-02-05,1980-07-17,1981-11-09,2000-09-06,2004-01-30,2000-09-06,2004-06-07
Ecuador,130.0,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,38.0,,Yes,Yes,Yes,No,,Some,,2000-12-13,2002-09-17,2000-09-19,1954-07-06,1962-02-05,1980-07-17,1981-11-09,2000-09-06,2004-01-30,2000-09-06,2004-06-07
Ecuador,130.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,32.0,,Yes,No,Yes,No,,Yes,,2000-12-13,2002-09-17,2000-09-19,1954-07-06,1962-02-05,1980-07-17,1981-11-09,2000-09-06,2004-01-30,2000-09-06,2004-06-07
Ecuador,130.0,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,3.0,,No,No,Yes,No,,Yes,,2000-12-13,2002-09-17,2000-09-19,1954-07-06,1962-02-05,1980-07-17,1981-11-09,2000-09-06,2004-01-30,2000-09-06,2004-06-07
Peru,135.0,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,1.0,,No mention,No mention,Yes,No mention,,Yes,,2000-12-14,2002-01-23,2002-01-10,1960-02-01,1960-12-06,1981-07-23,1982-09-13,2000-11-01,2002-05-08,2000-11-01,2002-05-08
Peru,135.0,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,1.0,,No,No mention,No,No mention,,Yes,,2000-12-14,2002-01-23,2002-01-10,1960-02-01,1960-12-06,1981-07-23,1982-09-13,2000-11-01,2002-05-08,2000-11-01,2002-05-08
