country,ccode,year,tier,minstand,efforts,TRAFFICKING_FLOWS,source,source_order,transit,transit_order,destination,destination_order,internal,TRAFFICKING_TYPES,psource,ptransit,pdest,pinternal,lsource,ltransit,ldest,linternal,dsource,dtransit,ddest,dinternal,dssource,dstransit,dsdest,dsinternal,cpsource,cptransit,cpdest,cpinternal,clsource,cltransit,cldest,clinternal,cssource,cstransit,csdest,csinternal,PROSECUTION,domesticlaws,enforcement,convictinfo,prosnum,PROTECTION,protectprogress,victimid,victimservices,victimpunish,PREVENTION,preventprogress,INTERNATIONAL_LAWS,UNP_sign,UNP_rat,ILO182,ILO29,ILO105,CEDAW_sign,CEDAW_rat,UNCRC_sign,UNCRC_rat,conflict_sign,conflict_rat
Peru,135.0,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,15.0,,Yes,No,Yes,No,,Yes,,14 Dec 2000Ê,23 Jan 2002Ê,2002-01-10,1960-02-01,1960-12-06,23 Jul 1981Ê,13 Sep 1982Ê,Ê1 Nov 2000Ê,Ê8 May 2002Ê,Ê1 Nov 2000Ê,Ê8 May 2002Ê
Peru,135.0,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,54.0,,No,No,Yes,No,,Some,,14 Dec 2000Ê,23 Jan 2002Ê,2002-01-10,1960-02-01,1960-12-06,23 Jul 1981Ê,13 Sep 1982Ê,Ê1 Nov 2000Ê,Ê8 May 2002Ê,Ê1 Nov 2000Ê,Ê8 May 2002Ê
Peru,135.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,,Yes,Yes,Yes,78.0,,No,No,Yes,No,,Yes,,14 Dec 2000Ê,23 Jan 2002Ê,2002-01-10,1960-02-01,1960-12-06,23 Jul 1981Ê,13 Sep 1982Ê,Ê1 Nov 2000Ê,Ê8 May 2002Ê,Ê1 Nov 2000Ê,Ê8 May 2002Ê
Peru,135.0,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,,Yes,Some,Yes,18.0,,Yes,No,Yes,No,,Yes,,14 Dec 2000Ê,23 Jan 2002Ê,2002-01-10,1960-02-01,1960-12-06,23 Jul 1981Ê,13 Sep 1982Ê,Ê1 Nov 2000Ê,Ê8 May 2002Ê,Ê1 Nov 2000Ê,Ê8 May 2002Ê
Brazil,140.0,2001,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,,,No mention,No mention,No,No,,Yes,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Brazil,140.0,2002,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,No mention,0.0,,No mention,No mention,Yes,No mention,,Some,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Brazil,140.0,2003,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,No mention,3.0,,No mention,No mention,Yes,No mention,,Yes,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Brazil,140.0,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,50.0,,Yes,No mention,Yes,No mention,,Yes,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Brazil,140.0,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,3.0,,Yes,No mention,Yes,No mention,,Yes,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Brazil,140.0,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,1.0,,Yes,Yes,Yes,No mention,,Yes,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Brazil,140.0,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,14.0,,Yes,No mention,Yes,No,,Yes,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Brazil,140.0,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,No,0.0,,Yes,Yes,Yes,No,,Yes,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Brazil,140.0,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,No,22.0,,Yes,No,Yes,No,,Yes,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Brazil,140.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,20.0,,Yes,No,Yes,No,,Yes,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Brazil,140.0,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Third mention,Yes,Second mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,43.0,,Yes,No,Yes,Yes,,Some,,12 Dec 2000Ê,29 Jan 2004Ê,2000-02-02,1957-04-25,1965-06-18,31 Mar 1981Ê,Ê1 Feb 1984Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê,Ê6 Sep 2000Ê,27 Jan 2004Ê
Bolivia,145.0,2003,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,No,0.0,,No mention,No mention,No,No mention,,Some,,12 Dec 2000Ê,18 May 2006Ê,2003-06-06,2005-05-31,1990-06-11,30 May 1980Ê,Ê8 Jun 1990Ê,10 Nov 2001Ê,Ê3 Jun 2003Ê,,22 Dec 2004 a
Bolivia,145.0,2004,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,No,No,0.0,,No mention,No,No,No mention,,No,,12 Dec 2000Ê,18 May 2006Ê,2003-06-06,2005-05-31,1990-06-11,30 May 1980Ê,Ê8 Jun 1990Ê,10 Nov 2001Ê,Ê3 Jun 2003Ê,,22 Dec 2004 a
Bolivia,145.0,2005,Tier 3,No,No,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,,Some,No,No mention,0.0,,No,No,No,No mention,,No,,12 Dec 2000Ê,18 May 2006Ê,2003-06-06,2005-05-31,1990-06-11,30 May 1980Ê,Ê8 Jun 1990Ê,10 Nov 2001Ê,Ê3 Jun 2003Ê,,22 Dec 2004 a
Bolivia,145.0,2006,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,7.0,,No,No mention,No,No mention,,Some,,12 Dec 2000Ê,18 May 2006Ê,2003-06-06,2005-05-31,1990-06-11,30 May 1980Ê,Ê8 Jun 1990Ê,10 Nov 2001Ê,Ê3 Jun 2003Ê,,22 Dec 2004 a
Bolivia,145.0,2007,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,36.0,,Yes,No mention,No,Yes,,Yes,,12 Dec 2000Ê,18 May 2006Ê,2003-06-06,2005-05-31,1990-06-11,30 May 1980Ê,Ê8 Jun 1990Ê,10 Nov 2001Ê,Ê3 Jun 2003Ê,,22 Dec 2004 a
Bolivia,145.0,2008,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,7.0,,Yes,No,No,Yes,,Some,,12 Dec 2000Ê,18 May 2006Ê,2003-06-06,2005-05-31,1990-06-11,30 May 1980Ê,Ê8 Jun 1990Ê,10 Nov 2001Ê,Ê3 Jun 2003Ê,,22 Dec 2004 a
Bolivia,145.0,2009,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,178.0,,Yes,No,Yes,Yes,,Some,,12 Dec 2000Ê,18 May 2006Ê,2003-06-06,2005-05-31,1990-06-11,30 May 1980Ê,Ê8 Jun 1990Ê,10 Nov 2001Ê,Ê3 Jun 2003Ê,,22 Dec 2004 a
Bolivia,145.0,2010,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Yes,Some,Yes,21.0,,Yes,No,No,No mention,,Some,,12 Dec 2000Ê,18 May 2006Ê,2003-06-06,2005-05-31,1990-06-11,30 May 1980Ê,Ê8 Jun 1990Ê,10 Nov 2001Ê,Ê3 Jun 2003Ê,,22 Dec 2004 a
Bolivia,145.0,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,Yes,,Yes,Yes,Yes,34.0,,Yes,No,No,Yes,,Some,,12 Dec 2000Ê,18 May 2006Ê,2003-06-06,2005-05-31,1990-06-11,30 May 1980Ê,Ê8 Jun 1990Ê,10 Nov 2001Ê,Ê3 Jun 2003Ê,,22 Dec 2004 a
Paraguay,150.0,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,No,0.0,,No,No mention,No,No mention,,No,,12 Dec 2000Ê,22 Sep 2004Ê,2001-03-07,1967-08-28,1968-05-16,,Ê6 Apr 1987 a,13 Sep 2000Ê,18 Aug 2003Ê,13 Sep 2000Ê,27 Sep 2002Ê
Paraguay,150.0,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,No,No mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,5.0,,No,No mention,No,No mention,,No,,12 Dec 2000Ê,22 Sep 2004Ê,2001-03-07,1967-08-28,1968-05-16,,Ê6 Apr 1987 a,13 Sep 2000Ê,18 Aug 2003Ê,13 Sep 2000Ê,27 Sep 2002Ê
Paraguay,150.0,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,2.0,,No,No mention,No,No mention,,No,,12 Dec 2000Ê,22 Sep 2004Ê,2001-03-07,1967-08-28,1968-05-16,,Ê6 Apr 1987 a,13 Sep 2000Ê,18 Aug 2003Ê,13 Sep 2000Ê,27 Sep 2002Ê
Paraguay,150.0,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,2.0,,No,Yes,No,No,,No,,12 Dec 2000Ê,22 Sep 2004Ê,2001-03-07,1967-08-28,1968-05-16,,Ê6 Apr 1987 a,13 Sep 2000Ê,18 Aug 2003Ê,13 Sep 2000Ê,27 Sep 2002Ê
Paraguay,150.0,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,2.0,,Yes,No,Yes,No,,Yes,,12 Dec 2000Ê,22 Sep 2004Ê,2001-03-07,1967-08-28,1968-05-16,,Ê6 Apr 1987 a,13 Sep 2000Ê,18 Aug 2003Ê,13 Sep 2000Ê,27 Sep 2002Ê
Paraguay,150.0,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,No,No mention,Yes,,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,Yes,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,11.0,,Yes,No,Yes,No,,Yes,,12 Dec 2000Ê,22 Sep 2004Ê,2001-03-07,1967-08-28,1968-05-16,,Ê6 Apr 1987 a,13 Sep 2000Ê,18 Aug 2003Ê,13 Sep 2000Ê,27 Sep 2002Ê
Paraguay,150.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Some,Yes,47.0,,Yes,No,Yes,No,,Yes,,12 Dec 2000Ê,22 Sep 2004Ê,2001-03-07,1967-08-28,1968-05-16,,Ê6 Apr 1987 a,13 Sep 2000Ê,18 Aug 2003Ê,13 Sep 2000Ê,27 Sep 2002Ê
Paraguay,150.0,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,No mention,Yes,Yes,No mention,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,,Some,Yes,Yes,38.0,,Yes,No,Yes,No,,Yes,,12 Dec 2000Ê,22 Sep 2004Ê,2001-03-07,1967-08-28,1968-05-16,,Ê6 Apr 1987 a,13 Sep 2000Ê,18 Aug 2003Ê,13 Sep 2000Ê,27 Sep 2002Ê
Chile,155.0,2004,Tier 2/2 Watch List,No,Yes,,Yes,First mention,No,No mention,Yes,Second mention,Yes,,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,No mention,0.0,,No mention,No mention,No,No mention,,No,,Ê8 Aug 2002Ê,29 Nov 2004Ê,2000-07-17,1933-05-31,1999-02-01,17 Jul 1980Ê,Ê7 Dec 1989Ê,28 Jun 2000Ê,Ê6 Feb 2003Ê,15 Nov 2001Ê,31 Jul 2003Ê
Chile,155.0,2005,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,23.0,,Yes,No mention,Yes,No mention,,Yes,,Ê8 Aug 2002Ê,29 Nov 2004Ê,2000-07-17,1933-05-31,1999-02-01,17 Jul 1980Ê,Ê7 Dec 1989Ê,28 Jun 2000Ê,Ê6 Feb 2003Ê,15 Nov 2001Ê,31 Jul 2003Ê
Chile,155.0,2006,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Some,Some,No mention,14.0,,Yes,No mention,No mention,No,,Yes,,Ê8 Aug 2002Ê,29 Nov 2004Ê,2000-07-17,1933-05-31,1999-02-01,17 Jul 1980Ê,Ê7 Dec 1989Ê,28 Jun 2000Ê,Ê6 Feb 2003Ê,15 Nov 2001Ê,31 Jul 2003Ê
Chile,155.0,2007,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,2.0,,Yes,Yes,Yes,No,,Yes,,Ê8 Aug 2002Ê,29 Nov 2004Ê,2000-07-17,1933-05-31,1999-02-01,17 Jul 1980Ê,Ê7 Dec 1989Ê,28 Jun 2000Ê,Ê6 Feb 2003Ê,15 Nov 2001Ê,31 Jul 2003Ê
Chile,155.0,2008,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,51.0,,Yes,Yes,Yes,No,,Yes,,Ê8 Aug 2002Ê,29 Nov 2004Ê,2000-07-17,1933-05-31,1999-02-01,17 Jul 1980Ê,Ê7 Dec 1989Ê,28 Jun 2000Ê,Ê6 Feb 2003Ê,15 Nov 2001Ê,31 Jul 2003Ê
Chile,155.0,2009,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,10.0,,Yes,No,Yes,No mention,,Yes,,Ê8 Aug 2002Ê,29 Nov 2004Ê,2000-07-17,1933-05-31,1999-02-01,17 Jul 1980Ê,Ê7 Dec 1989Ê,28 Jun 2000Ê,Ê6 Feb 2003Ê,15 Nov 2001Ê,31 Jul 2003Ê
Chile,155.0,2010,Tier 2/2 Watch List,No,Yes,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,34.0,,Yes,No mention,Yes,No mention,,Yes,,Ê8 Aug 2002Ê,29 Nov 2004Ê,2000-07-17,1933-05-31,1999-02-01,17 Jul 1980Ê,Ê7 Dec 1989Ê,28 Jun 2000Ê,Ê6 Feb 2003Ê,15 Nov 2001Ê,31 Jul 2003Ê
Chile,155.0,2011,Tier 2/2 Watch List,No,2,,Yes,First mention,Yes,Second mention,Yes,Third mention,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,No mention,No mention,Yes,No mention,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No mention,No mention,No mention,No mention,,Yes,Yes,Yes,39.0,,Yes,No,Yes,No mention,,Some,,Ê8 Aug 2002Ê,29 Nov 2004Ê,2000-07-17,1933-05-31,1999-02-01,17 Jul 1980Ê,Ê7 Dec 1989Ê,28 Jun 2000Ê,Ê6 Feb 2003Ê,15 Nov 2001Ê,31 Jul 2003Ê
Argentina,160.0,2004,Tier 2/2 Watch List,No,Yes,,Yes,Second mention,No,No mention,Yes,First mention,Yes,,Yes,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,No,Yes,4.0,,Yes,No,No,No mention,,Yes,,12 Dec 2000Ê,19 Nov 2002Ê,2001-02-05,1950-03-14,1960-01-18,17 Jul 1980Ê,15 Jul 1985Ê,Ê1 Apr 2002Ê,25 Sep 2003Ê,15 Jun 2000Ê,10 Sep 2002Ê
Argentina,160.0,2005,Tier 2/2 Watch List,No,Yes,,Yes,Second mention,No,No mention,Yes,First mention,Yes,,Yes,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,No mention,Yes,Yes,No mention,No mention,Yes,No mention,No mention,No mention,No mention,No mention,,Some,Some,Yes,3.0,,Yes,No mention,No,No mention,,Yes,,12 Dec 2000Ê,19 Nov 2002Ê,2001-02-05,1950-03-14,1960-01-18,17 Jul 1980Ê,15 Jul 1985Ê,Ê1 Apr 2002Ê,25 Sep 2003Ê,15 Jun 2000Ê,10 Sep 2002Ê
